t,cmdty,market_name,district_name,variety,p_min,p_max,p_modal,date,price_info
2025-06-15,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-06-15,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-15,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-15,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-16,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-16,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-16,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-16,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-16,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-16,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-16,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-16,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-16,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,16000,17000,17000,2025-06-16,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-17,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,18000,18000,18000,2025-06-17,"Minimum Price: ₹18000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-17,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-17,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-17,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-17,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-17,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-17,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-17,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-17,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-18,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-18,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-18,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-18,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-18,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-18,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-18,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-18,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-18,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,20000,20000,2025-06-18,"Minimum Price: ₹16000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-19,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,18000,18000,18000,2025-06-19,"Minimum Price: ₹18000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-19,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-19,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-19,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-19,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-19,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-19,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-20,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-20,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-20,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-20,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-20,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-20,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-20,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-20,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-20,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,18000,18000,18000,2025-06-20,"Minimum Price: ₹18000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-21,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-21,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-21,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-06-21,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-06-21,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-21,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-21,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-21,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-21,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-21,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-22,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-22,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-22,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-22,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-22,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16200,18000,18000,2025-06-22,"Minimum Price: ₹16200, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-22,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-22,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-22,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-22,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-22,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,15000,16000,16000,2025-06-22,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-06-23,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,18000,18000,18000,2025-06-23,"Minimum Price: ₹18000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-23,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16500,18000,18000,2025-06-23,"Minimum Price: ₹16500, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-23,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-23,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-23,Chili Red,Mohanur(Uzhavar Sandhai ),Namakkal,Bold,11000,12000,12000,2025-06-23,"Minimum Price: ₹11000, Maximum Price: ₹12000, Modal Price: ₹12000"
2025-06-23,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-23,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-24,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-24,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-24,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-24,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-24,Chili Red,Mohanur(Uzhavar Sandhai ),Namakkal,Bold,11000,12000,12000,2025-06-24,"Minimum Price: ₹11000, Maximum Price: ₹12000, Modal Price: ₹12000"
2025-06-24,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-24,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-24,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,17000,17000,17000,2025-06-24,"Minimum Price: ₹17000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-24,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-24,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-25,Chili Red,Mohanur(Uzhavar Sandhai ),Namakkal,Bold,11000,12000,12000,2025-06-25,"Minimum Price: ₹11000, Maximum Price: ₹12000, Modal Price: ₹12000"
2025-06-25,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-25,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-25,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-25,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-25,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-25,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-25,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-25,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-25,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-25,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-26,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-26,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-26,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-26,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-26,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,18000,20000,20000,2025-06-26,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-26,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-26,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-26,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-26,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-28,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,18000,18000,18000,2025-06-28,"Minimum Price: ₹18000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-28,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,15000,16000,16000,2025-06-28,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-06-28,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-28,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-28,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16500,18000,18000,2025-06-28,"Minimum Price: ₹16500, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-28,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-06-28,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-28,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-28,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-29,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,15000,16000,16000,2025-06-29,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-06-29,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-29,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-29,Chili Red,Mohanur(Uzhavar Sandhai ),Namakkal,Bold,11000,12000,12000,2025-06-29,"Minimum Price: ₹11000, Maximum Price: ₹12000, Modal Price: ₹12000"
2025-06-29,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16500,18000,18000,2025-06-29,"Minimum Price: ₹16500, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-29,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-29,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-29,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-06-29,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-30,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-06-30,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-30,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-06-30,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-06-30,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,14000,17000,17000,2025-06-30,"Minimum Price: ₹14000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-06-30,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16500,18000,18000,2025-06-30,"Minimum Price: ₹16500, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-06-30,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-06-30,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-01,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,17000,17000,2025-07-01,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-01,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-01,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-01,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-01,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-01,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-01,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-01,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-01,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-02,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-02,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-02,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-02,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-02,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-02,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-02,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-02,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-02,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,17000,17000,2025-07-02,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-03,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,15000,16000,16000,2025-07-03,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-03,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-03,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-03,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-03,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-03,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-03,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-03,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-03,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-03,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-03,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-04,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,15000,16000,16000,2025-07-04,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-04,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-04,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-04,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-04,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-04,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-04,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-04,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-04,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-04,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-04,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-05,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-05,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-05,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-05,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-05,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-05,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-05,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-05,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-05,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-05,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-07,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-07,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-07,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16500,18000,18000,2025-07-07,"Minimum Price: ₹16500, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-07,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,17000,17000,2025-07-07,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-07,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-07,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-07,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-07,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-08,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,17000,17000,2025-07-08,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-08,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-08,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-08,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-08,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-08,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-08,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-08,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-08,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-09,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-09,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-09,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-09,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-09,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-09,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-09,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-09,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-09,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-09,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-10,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-10,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-10,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-10,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-10,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-10,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-10,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-10,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-10,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-10,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-11,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-11,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-11,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-11,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-11,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-11,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-11,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-11,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-12,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-12,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-12,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-12,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-12,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-12,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-12,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-12,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-12,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-12,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-13,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-13,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-13,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-13,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-13,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16500,18000,18000,2025-07-13,"Minimum Price: ₹16500, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-13,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-13,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-13,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-13,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-15,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-15,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-15,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,17000,17000,2025-07-15,"Minimum Price: ₹16000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-15,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-15,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-15,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-15,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
